Bar0, 72.78688524590164
Bar1, 72.45901639344264
Bar2, 72.45901639344264
Bar3, 77.04918032786887
Bar4, 81.63934426229508
Bar5, 81.96721311475412
Bar6, 91.4754098360656
Bar7, 91.14754098360656
Bar8, 91.4754098360656
Bar9, 91.4754098360656
Bar10, 95.73770491803279
Bar11, 95.73770491803279
Bar12, 99.34426229508198
Bar13, 99.672131147541
Bar14, 105.24590163934428
Bar15, 105.57377049180329
Bar16, 105.24590163934428
Bar17, 109.50819672131148
Bar18, 109.50819672131148
Bar19, 113.11475409836066
Bar20, 113.11475409836066
Bar21, 113.11475409836066
Bar22, 113.11475409836066
Bar23, 113.4426229508197
Bar24, 113.11475409836066
Bar25, 121.6393442622951
Bar26, 126.22950819672133
Bar27, 140.98360655737707
