noOC1,lev,noOC2,dsg
78.22222222222221,86.62626262626263,78.20224719101124,146.21722846441946
78.22222222222221,93.73737373737372,77.90262172284645,139.02621722846442
78.22222222222221,93.73737373737372,82.09737827715357,128.23970037453185
78.22222222222221,93.73737373737372,82.09737827715357,115.95505617977528
83.39393939393938,93.73737373737372,85.3932584269663,115.65543071161048
83.39393939393938,98.9090909090909,85.6928838951311,112.05992509363296
87.27272727272728,98.9090909090909,85.6928838951311,112.65917602996254
87.27272727272728,99.23232323232324,85.3932584269663,112.35955056179776
87.27272727272728,99.23232323232324,85.3932584269663,112.35955056179776
87.59595959595958,103.11111111111111,85.6928838951311,112.35955056179776
87.59595959595958,103.11111111111111,89.58801498127342,108.46441947565545
90.82828282828282,103.11111111111111,89.58801498127342,108.16479400749064
91.15151515151511,103.11111111111111,89.28838951310863,108.16479400749064
94.3838383838384,107.63636363636364,89.88764044943821,108.46441947565545
94.3838383838384,107.63636363636364,89.58801498127342,108.46441947565545
97.2929292929293,107.95959595959596,89.58801498127342,102.47191011235957
98.26262626262626,107.95959595959596,89.88764044943821,102.47191011235957
98.26262626262626,107.95959595959596,93.48314606741572,102.47191011235957
98.26262626262626,113.13131313131316,93.78277153558052,103.07116104868912
101.4949494949495,113.13131313131316,94.08239700374531,103.07116104868912
101.4949494949495,113.13131313131316,99.77528089887642,102.47191011235957
101.8181818181818,116.36363636363636,100.374531835206,98.87640449438204
101.8181818181818,116.36363636363636,100.0749063670412,98.27715355805243
110.22222222222224,120.8888888888889,100.0749063670412,98.87640449438204
110.54545454545456,120.8888888888889,99.77528089887642,99.17602996254683
110.22222222222224,125.73737373737372,108.76404494382022,98.57677902621724
128.3232323232323,131.55555555555557,122.24719101123596,93.78277153558052
127.67676767676768,145.13131313131314,143.52059925093633,93.78277153558052
