Bar0, 67.71037181996087
Bar1, 67.71037181996087
Bar2, 67.71037181996087
Bar3, 73.97260273972603
Bar4, 73.97260273972603
Bar5, 82.58317025440311
Bar6, 82.58317025440311
Bar7, 88.06262230919765
Bar8, 92.7592954990215
Bar9, 104.89236790606653
Bar10, 104.89236790606653
Bar11, 104.89236790606653
Bar12, 109.98043052837572
Bar13, 109.58904109589041
Bar14, 109.58904109589041
Bar15, 115.06849315068493
Bar16, 115.06849315068493
Bar17, 127.59295499021528
Bar18, 142.0743639921722
Bar19, 153.03326810176125
Bar20, 184.7358121330724
Bar21, 126.81017612524461
