Bar0, 75.18072289156626
Bar1, 79.67871485943776
Bar2, 84.17670682730923
Bar3, 84.17670682730923
Bar4, 91.56626506024097
Bar5, 91.56626506024097
Bar6, 91.56626506024097
Bar7, 96.70682730923694
Bar8, 96.3855421686747
Bar9, 96.3855421686747
Bar10, 96.3855421686747
Bar11, 99.91967871485946
Bar12, 99.91967871485946
Bar13, 103.77510040160644
Bar14, 103.77510040160644
Bar15, 103.77510040160644
Bar16, 103.77510040160644
Bar17, 109.55823293172692
Bar18, 109.55823293172692
Bar19, 109.55823293172692
Bar20, 115.3413654618474
Bar21, 115.3413654618474
Bar22, 115.3413654618474
Bar23, 122.08835341365464
Bar24, 129.1566265060241
Bar25, 129.1566265060241
Bar26, 135.90361445783134
Bar27, 136.2248995983936
