noOC1,lev,noOC2,dsg
65.25458248472506,140.04073319755602,66.58536585365853,87.43902439024389
78.81873727087579,133.80855397148676,74.26829268292683,110.4878048780488
78.81873727087579,69.28716904276988,79.39024390243902,110.4878048780488
78.4521384928717,86.88391038696538,83.41463414634146,110.4878048780488
82.85132382892057,87.25050916496947,83.41463414634146,110.4878048780488
83.21792260692466,87.25050916496947,83.78048780487804,110.4878048780488
87.98370672097761,92.0162932790224,87.43902439024389,110.4878048780488
87.98370672097761,92.0162932790224,87.80487804878048,114.8780487804878
87.98370672097761,96.4154786150713,87.43902439024389,115.2439024390244
87.98370672097761,96.04887983706722,92.56097560975608,119.26829268292684
87.98370672097761,96.04887983706722,92.56097560975608,119.26829268292684
91.64969450101836,96.4154786150713,96.58536585365852,119.26829268292684
92.0162932790224,100.44806517311612,96.58536585365852,126.58536585365852
92.0162932790224,105.94704684317722,96.58536585365852,126.58536585365852
91.64969450101836,105.94704684317722,99.8780487804878,133.17073170731706
92.0162932790224,105.94704684317722,103.53658536585364,133.17073170731706
91.64969450101836,105.94704684317722,103.53658536585364,133.17073170731706
95.31568228105908,115.11201629327904,103.90243902439023,137.5609756097561
95.31568228105908,121.71079429735236,103.90243902439023,137.5609756097561
95.31568228105908,121.34419551934828,107.92682926829268,137.5609756097561
108.14663951120164,121.34419551934828,107.92682926829268,143.78048780487805
115.11201629327904,121.34419551934828,107.92682926829268,148.53658536585365
115.11201629327904,121.34419551934828,107.92682926829268,151.82926829268294
115.11201629327904,121.71079429735236,113.41463414634146,151.82926829268294
120.9775967413442,125.37678207739307,113.04878048780488,148.17073170731706
135.2749490835031,125.01018329938904,121.09756097560977,160.97560975609755
139.30753564154793,129.04276985743385,132.07317073170734,171.95121951219514
139.30753564154793,129.04276985743385,141.21951219512192,171.95121951219514
