Bar0, 2.3971193415637853
Bar1, 2.6337448559670786
Bar2, 2.644032921810699
Bar3, 2.644032921810699
Bar4, 2.757201646090535
Bar5, 2.7777777777777777
Bar6, 2.7777777777777777
Bar7, 2.7674897119341564
Bar8, 2.87037037037037
Bar9, 2.87037037037037
Bar10, 2.8600823045267494
Bar11, 2.87037037037037
Bar12, 2.993827160493827
Bar13, 2.993827160493827
Bar14, 3.0864197530864192
Bar15, 3.1069958847736623
Bar16, 3.2716049382716053
Bar17, 3.2716049382716053
Bar18, 3.2613168724279835
Bar19, 3.2613168724279835
Bar20, 3.5699588477366255
Bar21, 3.5596707818930042
Bar22, 3.5699588477366255
Bar23, 3.693415637860082
Bar24, 3.806584362139918
Bar25, 3.9506172839506166
Bar26, 3.9609053497942384
Bar27, 4.135802469135802
